,Hoja1 * s_GENERA,Hoja1 * s_B_C_D,Hoja1 * s_B,Hoja1 * s_C,Hoja1 * s_D,Hoja1 * s_E,Hoja1 * s_08,Hoja1 * s_10,Hoja1 * s_11,Hoja1 * s_13,Hoja1 * s_14,Hoja1 * s_15,Hoja1 * s_16,Hoja1 * s_17,Hoja1 * s_18,Hoja1 * s_19,Hoja1 * s_20,Hoja1 * s_21,Hoja1 * s_22,Hoja1 * s_23,Hoja1 * s_24,Hoja1 * s_25,Hoja1 * s_26,Hoja1 * s_27,Hoja1 * s_28,Hoja1 * s_29,Hoja1 * s_30,Hoja1 * s_31,Hoja1 * s_32,Hoja1 * s_35,Hoja1 * s_33,Hoja1 * s_36,Hoja1 * s_CD,Hoja1 * s_CN,Hoja1 * s_EN,Hoja1 * s_EQ,Hoja1 * s_IN,Hoja1 * s_XC,Hoja1 * s_EN_X_E,Hoja1 * s_051,Hoja1 * s_061,Hoja1 * s_072,Hoja1 * s_081
2014-04-30,94.962490255,95.218621539,104.157454805,95.33745116,94.125962054,86.567084378,96.767783311,93.51482373,99.252273044,100.629238501,109.791608316,92.521364255,101.145764483,98.711279969,103.060720761,95.59608015,96.052016916,92.366847324,95.728332738,95.913200134,102.894640806,97.233288178,81.251280976,87.627794164,96.892770898,90.355965039,94.707277878,94.976135914,95.032729674,94.125962054,90.435358664,86.567084378,95.032122731,95.584751401,93.354943135,94.098903687,96.009588034,95.542909948,94.613776893,146.344221433,161.910475391,60.828831411,96.271520716
2014-05-31,101.235469434,100.879360194,115.179391139,101.923365904,94.007464183,112.907927262,108.445151443,98.179568102,114.88681199,108.895560029,101.453299326,92.315341348,105.52403884,101.456573863,100.704207193,97.325987055,101.20085032,105.178410298,101.048579776,105.592067513,109.984973233,105.310296191,89.131792665,97.818776827,100.583776421,99.066781052,110.328219704,97.524982128,99.189796055,94.007464183,89.265669531,112.907927262,102.008037938,102.434830243,97.610989691,100.591726541,102.824538438,102.402516302,94.774115486,153.832519687,162.985182075,87.307263907,108.736537728
2014-06-30,99.993612294,99.065300153,114.359646124,99.973124064,92.968341389,130.421590903,107.918526387,95.302235913,106.181753012,103.210140331,97.753415611,99.222013758,105.178544111,96.294879883,93.959020963,96.162700485,98.327142797,98.55107227,98.814085328,103.712133816,106.529909815,99.430061471,101.722117213,104.536265657,110.867270737,97.968045525,102.211175475,99.152590495,103.9744755,92.968341389,87.790515138,130.421590903,101.126295857,98.066078235,99.456808746,99.711300037,101.990254115,98.297778033,93.714274245,154.642757109,146.365794503,72.994597693,108.446687158
2014-07-31,106.526742972,105.113518054,115.428231639,105.433058013,102.758056969,152.849068894,111.792800461,103.779613022,122.501604441,113.363213281,126.708696843,128.4381224,107.943548289,103.800432339,86.555792859,97.350921079,106.063672943,111.311745541,103.616978943,105.940126537,98.715032493,105.645702855,101.69092657,108.223007655,108.345417361,100.964383442,104.714687294,113.297374503,107.559079037,102.758056969,92.676433205,152.849068894,111.370462604,108.785141348,110.164588167,101.826497173,105.437320601,108.980885079,102.248591795,139.444923024,144.036406332,36.258754409,116.539932822
2014-08-31,75.341191009,73.401272448,83.850446682,69.244759471,97.898831152,138.927346831,77.650307355,94.718776992,95.455232874,39.446163577,84.702618973,65.638947447,52.5197347,82.555108741,75.927622797,91.227948436,84.096310174,57.331497421,66.535391637,76.226700439,70.141656396,58.221655194,48.788524308,66.596732882,52.657668053,35.427707835,46.336414004,57.342014329,46.604494756,97.898831152,81.11062621,138.927346831,60.427342974,83.908387733,103.671670161,48.461874691,70.942769271,82.130555565,97.133373247,112.914058739,150.386945828,101.381385684,75.592783351
2014-09-30,101.473371519,101.233133729,125.58095184,101.097785057,101.011286478,109.347824523,113.499974686,103.151418959,100.882623498,103.891485875,131.612099923,101.585875229,90.261593479,96.200405553,109.080782772,90.736762742,99.543360759,99.215209479,100.420104404,99.502141952,104.016454962,96.44192936,101.915222507,109.693464566,104.111306886,95.930876149,117.61206127,98.219298297,94.653648195,101.011286478,99.206867154,109.347824523,102.159488084,104.219613326,101.603188862,99.596522613,100.421994432,104.063634026,100.166917254,216.174954238,77.53314536,126.112024662,111.249139734
2014-10-31,104.017142757,104.667654056,122.695438008,105.571496088,98.478504045,82.694849304,111.962768396,106.872656185,106.538474922,109.53887362,110.112367489,93.614801468,106.844365552,102.317770757,110.504397186,92.057135062,101.843773162,107.546824785,103.848230891,106.065171833,108.112090926,102.872856452,104.677087402,110.588793529,103.035662193,101.675349905,130.584795441,112.91610117,112.518240307,98.478504045,101.789081926,82.694849304,113.928985437,107.113405539,95.688482495,104.019915382,105.837271784,107.629436972,98.0982003,194.83203826,127.504435093,119.327093198,110.996859825
2014-11-30,96.792263499,97.501318953,115.943233254,97.635147933,95.915074839,73.55102466,103.535287771,98.365910104,98.877654003,97.959439431,96.805062128,82.721205768,103.526028244,96.450214075,104.127800965,92.8295393,92.847976237,99.721177697,95.770105973,96.983508526,102.877067863,92.953210947,102.644048489,102.917883265,102.86287862,90.71737288,108.221756689,98.790497334,108.032179367,95.915074839,101.929276858,73.55102466,103.264197754,98.472060378,92.50357107,96.941960885,97.468129842,98.834889889,96.018391587,208.734639879,88.131090219,52.816245193,102.78364736
2014-12-31,91.04351694,91.66003367,95.235428977,88.991254385,107.52230657,70.835488789,85.288663696,98.075063891,99.424713955,84.727599975,84.480559651,80.708079952,89.236806359,89.500737278,102.237605551,98.395638478,86.197303668,84.096861522,76.237503779,79.883802074,82.394734823,80.285576515,116.387199451,85.875346621,115.96119443,70.488935237,99.620911843,94.901662573,91.07432293,107.52230657,93.257322591,70.835488789,92.466000382,93.748915066,100.974423405,91.005267502,82.854588195,93.6517811,106.563801394,167.15508114,70.272447572,96.332864044,84.300633813
2015-01-31,92.481385804,93.207808128,96.530004503,89.659372482,114.359246258,68.670900135,91.124403049,94.747503141,80.929194224,89.012032008,89.610766228,96.941649622,86.49212632,98.566840615,88.439557818,98.121851882,95.000995183,94.190033851,93.489189076,83.215204641,98.220837339,86.061955449,81.026177,83.474456798,75.018441992,89.680715592,87.791863325,78.921241972,79.549442122,114.359246258,91.70468467,68.670900135,82.594498984,91.379582391,105.476430006,84.348239627,91.845788054,90.714432946,112.302152984,134.572378517,97.386937257,69.783930779,90.210789696
2015-02-28,96.26721416,97.170153723,103.223796307,96.11186092,103.263392588,66.670891421,96.803456834,91.64128898,83.84535321,99.090384571,98.571249699,119.837035083,92.374031885,96.631429068,89.626164866,87.616320247,94.534388951,102.60571472,99.998996211,93.506325805,101.146816407,95.434344552,95.956660769,94.966928177,93.871210742,102.715234214,106.064743915,97.430554837,100.058499195,103.263392588,98.044783095,66.670891421,99.511408747,93.755858035,95.972379246,98.656874711,96.615163581,94.191630945,101.406449601,141.095866544,137.259069445,95.263009072,96.466026275
2015-03-31,105.904152298,106.643666671,106.648877503,106.808435222,105.654745266,81.664538773,108.603383101,103.668705355,96.787853004,109.7463799,131.136252413,120.621863566,107.511530913,103.247167587,111.23857341,98.451540819,104.741549547,109.026283936,110.884329168,106.857353021,112.734070053,108.391595299,109.230612142,108.996265885,100.955475434,109.012385499,108.744883949,109.76380286,107.100737695,105.654745266,104.431301579,81.664538773,108.978693908,105.949301336,101.065476318,106.248010854,108.320315069,106.178667262,104.663452646,87.342228761,153.85274633,63.386228655,109.043348066
2015-04-30,97.291404238,97.168544028,112.41118124,97.922701507,91.995862667,101.318484856,111.631215031,95.05197676,96.966565143,103.924943091,83.99094346,91.848547735,102.354963993,99.421676676,97.924706065,101.756437679,100.008389707,100.298296853,100.366181417,102.385593818,103.713402939,99.105615242,87.661694839,98.811679346,91.706810467,96.190899736,94.598820048,99.529489277,103.976589203,91.995862667,101.478760469,101.318484856,98.109745469,95.849132727,94.652669322,95.277547319,101.36306844,96.020291638,93.416468936,116.594086281,121.770952067,102.244616306,114.143188238
2015-05-31,102.541266207,101.40523149,107.25058372,103.269615214,89.969681679,139.777922424,108.205477024,97.146318576,103.534887866,106.045714802,84.642138045,103.798940557,106.74641925,104.342761405,100.439394076,104.342753005,103.577391592,102.402235942,106.16460164,109.601589554,109.603617074,102.469772155,98.526813158,103.615858561,101.710131392,107.232782585,105.785027394,102.425305691,112.862960014,89.969681679,101.078673215,139.777922424,99.902758815,99.521082502,99.390939683,104.004661104,106.032622835,99.549980553,91.901022893,93.314388573,121.246454068,193.807771958,109.815566511
2015-06-30,107.400896266,106.398034689,112.77245877,107.875015183,97.264644242,140.272437275,113.890336833,99.67749166,110.673203422,109.578088984,85.853415046,100.390178312,114.003467671,103.105728667,93.580751279,95.74444475,105.159900963,106.631697984,109.015300225,109.532200875,109.514889641,114.470243662,120.603746748,111.534929743,116.323302999,115.804777248,108.438693817,112.532398795,110.123146894,97.264644242,102.830119796,140.272437275,109.601084877,102.031124831,103.859896981,114.147119739,109.073494853,102.604273029,97.107055388,105.4968687,102.99700899,138.293012204,115.122236665
2015-07-31,112.936641576,111.183944809,103.91610311,110.949962947,112.896615509,170.386089201,107.123861346,104.171179372,128.446204855,118.863255833,108.493861963,130.85046584,118.739767659,106.554186711,96.866976013,102.189862179,109.18709691,115.801986866,107.558533397,109.860846769,101.911748061,118.792921696,106.939165487,112.604879995,118.34334248,113.866842424,104.179426117,121.407955855,110.221962748,112.896615509,101.789620066,170.386089201,116.251329248,111.070298678,120.566103999,113.052549625,109.584557111,111.462572655,111.326801672,80.962343994,93.741161952,157.017778382,110.050933563
2015-08-31,79.078614182,77.003621699,74.888612253,73.844977087,96.04701282,147.092188593,74.610782116,97.264977856,103.961036528,46.629949284,91.487201354,70.703271789,54.048187599,88.04297348,83.965768047,106.940363994,88.366627166,56.395010538,72.423774716,80.941731172,72.245302319,67.74623833,58.039710646,65.540087816,57.164144454,38.774515955,48.613688634,62.74704909,50.087451846,96.04701282,84.645963632,147.092188593,67.050554578,87.942723858,105.147437614,53.730472309,74.54932277,86.360904523,97.368626887,73.494318636,86.367337144,96.097868234,71.784420097
2015-09-30,105.414450806,105.520720854,101.704388257,107.209793756,95.547446508,101.931158273,104.568690516,105.846828473,102.260573462,108.783800431,116.521473969,108.826253361,100.708579607,99.690460699,102.786261762,95.245643342,104.680536864,107.567869144,106.536298953,106.782431217,101.891145383,107.539195718,117.782676624,112.873511523,113.216361765,114.136740848,121.250673382,101.625649202,105.08724425,95.547446508,100.748728215,101.931158273,106.635192577,106.311241056,96.463575032,112.744746662,104.923202461,106.33576856,95.449591299,87.39932762,70.149036278,111.601631056,101.458430611
2015-10-31,103.853123791,105.050884909,105.541709609,106.796970132,94.552587946,64.593215323,105.716043083,104.085159583,94.597608281,111.907163902,105.855299985,95.722666674,108.899763603,104.372940076,125.155310461,106.054318392,104.837848297,105.878533155,106.278991815,106.636890754,105.406428606,109.751337459,103.822521273,106.962529299,107.889416283,110.139303334,111.973954465,109.800948333,118.00610096,94.552587946,104.721561832,64.593215323,110.7048013,105.178549054,91.201387772,109.720891894,105.86022008,105.596960973,96.13597273,113.832986749,73.470856937,40.805819445,105.007729055
2015-11-30,102.660835,104.009631886,98.353232959,105.418270533,95.797258839,58.450314655,99.795629125,104.583667804,98.81437355,107.155237092,116.368701778,82.977950387,113.32556759,102.454833557,110.263881504,97.044563412,100.36409658,110.469102857,104.676867608,102.95155866,101.471267151,103.470471308,109.507051627,108.79754255,108.461600796,113.201198132,105.449158507,107.506294097,107.406481029,95.797258839,105.783817871,58.450314655,109.231911247,105.095123234,90.070232544,108.750017311,103.602271908,105.408333949,95.934264412,93.654303161,74.874660405,83.403177587,99.113216462
2015-12-31,94.170015674,95.237757114,76.759051769,94.133025018,102.651505678,59.17185907,77.926721942,102.11490244,99.183146455,89.263050102,87.46869606,77.481177074,94.79559391,93.569001459,99.712654698,106.491900297,89.54117824,88.733234154,82.606935776,87.728273714,82.140475028,86.766309131,110.903169687,91.821330307,115.339761195,89.244604435,97.109066447,96.309309992,95.519384043,102.651505678,102.74198556,59.17185907,91.428020249,95.915982298,96.133471484,99.318868845,88.229972837,95.576182967,102.988140553,72.240902464,66.883779128,48.295156323,77.784114761
2016-01-31,95.36747212,95.586117891,81.344212651,94.10266375,103.38347522,87.934591895,79.743710171,100.014347511,78.615380998,94.002269297,112.021043493,99.771422483,87.947641594,98.057590086,80.989136816,96.540173731,96.864290254,116.379953213,98.245415202,87.394036889,95.612410369,92.210088102,86.997729271,85.370295602,88.533584815,96.066660522,82.994177572,79.796863488,83.270473348,103.38347522,91.71902247,87.934591895,83.558723148,97.812885375,100.544177171,90.541347148,94.029240335,96.706691476,102.448457105,85.311827118,72.468140175,95.957659221,76.697248731
2016-02-29,102.679651897,103.155656466,91.155958856,104.373683283,97.753368698,86.497839028,96.600428087,99.696685981,84.883909564,105.922075154,130.458066549,132.423386451,93.99290312,103.118720652,92.411801561,99.197782817,102.072184324,106.533796938,107.373843271,100.406447669,105.444056602,102.776744634,102.789287243,102.680639558,103.871714871,119.282538941,114.887534066,102.241245189,104.768254297,97.753368698,102.405311006,86.497839028,101.385973248,100.885021595,96.36114444,109.911017425,103.425278715,100.923897935,97.850685465,69.703582297,65.731940385,67.192494531,95.614762846
2016-03-31,104.907392685,105.280435341,92.161921649,105.755688986,103.528594105,92.225778169,98.587009641,100.965521539,95.040019324,111.509033464,132.08455644,112.094764966,102.460214587,104.09181042,106.350255146,104.07178244,104.908741809,97.486853067,107.312864606,99.774276674,105.869227363,107.19829121,98.694064527,105.091544361,109.914090943,118.577642719,107.309804024,106.781328379,104.987770144,103.528594105,101.56091234,92.225778169,101.272298189,101.38252197,102.032766284,110.583049923,105.843250995,101.373968056,103.513802358,79.546049146,69.861076592,57.2513346,97.181702553
2016-04-30,106.317846812,106.682646966,98.134532096,109.278789543,94.449385126,93.916436817,99.922724324,99.138268475,96.727214807,112.551951162,112.405553508,98.28320187,110.239930242,105.321948406,96.215930807,100.721702637,105.9866569,125.149841469,113.983026852,104.771719479,109.256582708,108.518110534,104.966217615,101.961515322,116.852481184,127.081549994,121.099795035,106.039646902,111.238701497,94.449385126,107.640268168,93.916436817,103.874206259,104.020820549,94.980990644,117.325682338,108.384296408,104.009442551,95.141757905,50.863410782,64.143019977,111.7956254,99.570206317
2016-05-31,104.969906314,104.982418345,96.738334648,108.238952518,89.532733266,104.544558816,103.616559767,101.789778853,99.831641966,112.790056163,102.15808503,88.036122519,113.084649835,104.941353604,100.415770195,97.298550823,106.348006837,111.117493939,111.622979651,109.754014061,111.840896987,109.518627807,107.402100036,103.23739807,114.989790004,119.784892966,115.418495162,107.66609512,110.888244754,89.532733266,106.598339552,104.544558816,106.706027369,103.057808593,92.276140678,113.397917578,109.342841986,103.340928519,90.423383274,59.054720078,56.902890738,72.541314715,104.073857918
2016-06-30,106.302215713,105.917251504,96.993586645,109.512142321,88.854861821,119.389104361,101.581851755,103.202716778,112.230072669,110.008447818,102.352721174,96.667147801,117.869562336,104.041990715,94.976673199,93.127048635,104.196360196,112.399066328,111.471302461,111.607651462,110.461224655,111.549991717,112.762068613,110.995173791,114.116023098,123.514673373,110.534704134,115.114014669,114.575355173,88.854861821,104.691493817,119.389104361,112.154041775,105.313290476,93.266491139,115.094565646,109.641808062,105.844166808,89.321494766,63.703817015,62.502678196,86.373034266,101.661346696
2016-07-31,104.110738796,103.207761948,95.704748427,103.978077796,99.787569675,134.807507992,95.811094463,96.638713254,120.569615745,112.674040788,118.24937032,112.264735599,113.438603146,103.4288932,80.839886434,105.818130329,105.540808203,109.525026808,102.508334376,107.131296734,100.231155311,102.30125356,103.323682028,100.27911104,109.711849968,102.551523133,111.232857705,114.826483306,114.611628859,99.787569675,96.782071777,134.807507992,107.374068754,103.165843011,104.939550999,104.303794901,103.901065672,103.492422263,100.428938642,39.631445996,67.809363832,121.593197015,98.720502447
2016-08-31,83.679890412,82.125443205,90.60871559,79.188184703,96.016211797,136.523445804,90.582623239,103.966315803,98.970537076,55.456161765,116.985216802,69.228412806,64.149773929,90.761801509,91.235451429,109.361429409,88.956802608,59.083201462,78.374643108,84.960381484,74.990215645,71.287422433,64.256324586,67.505011402,63.111743699,52.587142442,60.498985332,71.960349369,64.512322679,96.016211797,91.199763478,136.523445804,72.050629658,91.841638352,102.683714976,63.903065275,78.81506849,90.305757623,97.573291519,42.335772051,56.234412896,118.173805982,89.884113225
2016-09-30,106.290574922,105.760530095,98.130896971,108.061103246,94.92232768,124.309490627,100.834743792,107.965046208,108.557286985,113.148898116,107.320700048,94.647501295,101.762324999,101.089420713,100.994811079,103.11322602,105.945534645,108.62719291,110.335098999,104.980384043,107.475450264,105.701183551,109.371141077,114.33233013,110.517339135,114.550706205,117.077343202,114.15990077,101.181837252,94.92232768,104.998051234,124.309490627,110.874862004,107.026704375,99.573724084,109.994292738,107.525379715,107.325340551,95.838167138,57.579865069,49.991858283,109.229061944,98.303801165
2016-10-31,102.546564655,102.61908905,91.844541281,103.184964498,100.328715096,100.081092127,96.143898729,102.158484482,96.933496362,110.877007959,119.691453879,82.836650588,105.290213644,100.519570865,104.870262003,111.271390653,101.019084027,100.434221993,104.565638354,107.273306239,106.404833863,100.660123461,100.805700158,97.813789257,100.962738936,106.836862808,112.4759692,109.934029582,106.03678583,100.328715096,100.998092343,100.081092127,104.383278428,101.087998428,101.392822498,103.810864834,103.48645879,101.343728549,101.590917976,68.300234472,51.765895632,83.1699581,95.340859024
2016-11-30,107.600661374,107.982143959,96.342358523,109.560381672,100.817266034,94.632130781,96.203135518,106.389366475,109.567955639,110.906868764,117.48541636,80.982726779,119.964956819,104.009572238,103.156147931,110.310296706,107.662910925,110.164203134,110.605978784,109.35184333,105.394827386,107.938011409,114.52703555,113.047815606,108.712503756,116.870117636,116.591998817,124.430398057,114.879671806,100.817266034,107.91641456,94.632130781,118.855281489,107.06810305,100.987513368,112.253572839,108.621464377,107.982846735,101.94729335,121.32825261,49.10226854,110.856396197,94.99471305
2016-12-31,94.060045116,94.119785052,69.809984995,92.356365164,103.700163178,92.029181283,70.664841209,102.319693981,97.225927263,92.042483494,90.361925248,74.112132589,101.248249312,93.661908959,90.450148983,111.252914687,89.025837926,84.756272565,85.452603301,88.168184017,87.233198559,85.99786094,103.733953923,92.600003364,119.917603054,73.810854035,90.170343576,102.535212547,87.823591803,103.700163178,97.346701927,92.029181283,94.561319232,93.892289603,102.918946436,91.942781029,89.303879459,93.94420963,104.563501812,107.87415491,49.266816931,62.133958952,69.277079059
2017-01-31,101.931512895,102.291028614,79.0258871,99.02417344,119.120558164,89.709747667,80.696362621,106.455995783,80.652182128,99.996228963,116.026732489,101.252183742,104.044134717,99.107231825,81.346400381,107.036518968,100.494598028,97.951212794,105.137307719,93.079026508,106.43427915,100.25758131,90.176536135,98.187919516,85.5195707,102.77027592,90.182717097,92.640377905,96.330806234,119.120558164,98.196914518,89.709747667,90.660244213,98.429705498,113.784335253,94.807919611,102.156376312,97.826756652,117.420041983,67.351689013,48.032703993,82.879051901,79.982935489
2017-02-28,101.269971372,101.86862535,80.274760688,102.902030172,97.766848497,80.918682165,80.470500928,96.52995615,78.362398155,103.212312048,118.397422937,104.914897578,100.349631222,96.552161056,89.243547262,90.936525454,101.083978103,114.770646817,108.21029609,99.977131942,105.573649918,104.201665195,100.657443179,107.509149499,103.066937573,116.30754324,113.942000087,105.489262078,97.652126231,97.766848497,105.179872387,80.918682165,102.603489635,97.577177443,94.677475583,108.476708986,103.568978068,97.967244274,96.755307141,44.583028597,43.085967964,104.063612121,79.748650131
2017-03-31,114.687271736,115.033265502,95.628471896,119.175204932,95.759448676,102.925186384,97.422916236,106.543932304,99.333068404,123.557327421,147.145478851,120.691379527,118.739787745,109.741464521,105.632850146,107.473392988,115.840437123,140.855035141,125.447853482,117.800363127,120.900701753,124.154530715,106.135918646,119.031036293,124.741744207,128.896944619,133.565818004,130.599629427,116.342467459,95.759448676,119.171951241,102.925186384,126.347315591,113.234070184,97.861040436,124.870169602,119.726572144,114.251723262,97.096261001,43.626566406,46.495204957,116.930617096,99.561121472
2017-04-30,94.760752291,94.724544538,85.298400035,96.507654435,86.472399725,95.991637701,88.916320729,90.262218344,87.84042067,100.91787442,113.273641122,84.330281377,101.801774933,96.793420069,86.90974382,110.289920646,98.49192027,90.672175811,102.265989541,101.251550115,102.902731577,98.838505714,86.999106508,89.14195428,108.569625021,90.77675608,95.58812686,99.030883398,102.248263003,86.472399725,104.349853849,95.991637701,95.786520746,89.969047007,90.230106834,97.418396412,99.82834305,90.420511909,89.360009414,35.292595253,51.112844202,86.17350245,90.690624947
2017-05-31,111.422344806,111.453020705,105.729981463,115.881440135,90.212067214,110.379515215,109.778596668,104.836560676,113.780028616,118.630098189,141.227813585,92.652471913,123.611119109,110.429747541,101.996871377,105.208876311,111.379970102,127.942088204,121.326920009,122.243356352,115.832927027,119.105598487,102.306628175,115.635841622,129.085110193,123.158369751,111.691660355,123.220071412,112.358796043,90.212067214,119.014322347,110.379515215,122.50482214,110.70554358,94.41168492,119.568869645,117.554594219,111.621226294,92.000248053,50.789168927,54.912883625,111.780707134,112.98190873
2017-06-30,111.016171969,110.55358906,93.611447909,113.409828804,97.412834218,126.741714461,93.23417644,102.753465939,115.896668153,114.843201792,111.311527047,95.242116415,128.166628446,106.375280556,87.040691587,105.512648094,108.297188234,117.07218736,118.609636249,113.928887425,111.189646155,115.949846991,107.60820923,117.585407546,131.364852478,118.425128637,125.592042897,121.865328981,120.910492314,97.412834218,115.484975216,126.741714461,119.054287981,105.721929563,102.041625769,120.169449188,114.428194072,106.756586901,98.311456836,49.870615204,55.478518722,124.185245843,95.715756471
2017-07-31,106.99693163,106.175282325,102.762586959,107.456868486,100.102269707,134.928964545,96.111860125,98.411134656,116.231866324,109.677546592,133.029459811,100.273699812,111.022729746,104.412556986,73.760685715,110.124206998,110.02409259,107.95789174,110.942465445,111.115918713,104.483993261,108.997054574,104.651073403,102.52250804,128.349715468,100.203133651,113.213872005,120.497178406,118.346051998,100.102269707,110.331403714,134.928964545,111.565642385,102.691537981,105.649363536,110.259040669,108.684021677,103.380212628,101.227603784,42.660994163,55.211127585,188.263552213,97.990741807
2017-08-31,85.884905339,84.571066674,95.884583593,82.022010566,96.459202076,130.548954386,90.28685433,103.41649308,103.685081464,51.757884984,133.921721696,65.8424883,64.944358685,91.749047971,83.542907032,114.797454432,95.185216537,65.17188061,82.88593132,85.367850742,77.145821884,76.494026888,70.946148036,74.753550079,81.765365728,46.57933971,57.992929062,72.104761059,64.701255155,96.459202076,97.717626781,130.548954386,72.499306929,92.983479377,102.821992865,66.309428679,83.334589974,91.393805692,98.63471031,38.528414128,52.866313002,170.911121736,91.122966081
2017-09-30,106.461447166,106.189551681,109.114661621,109.28319423,91.058690942,115.704555652,97.425594861,104.581671275,103.858624832,112.714630046,117.674428208,80.827659382,109.979964642,99.401055008,88.911140653,109.38297843,109.521573828,103.000709634,112.266589934,108.515072367,110.304850924,111.90929895,103.451706436,112.958001895,128.08024748,113.987838049,111.371076295,114.088315694,108.14899354,91.058690942,109.618275884,115.704555652,111.728965293,102.604661053,96.198905958,113.524124463,111.39510403,103.312752452,93.253193115,49.052578155,49.673045774,237.084822975,96.501286401
2017-10-31,109.454044123,109.791928519,110.127249528,112.069426758,98.729520464,97.967637455,98.072634311,105.370656837,105.379805835,112.370327013,156.306076853,89.96470197,121.503905787,103.542087829,108.292693899,105.071537982,110.318351161,108.212811643,115.963093559,112.373604845,113.698908427,115.854586229,100.199821658,110.38910393,123.697157952,110.9942451,120.452168362,116.938089871,120.906813385,98.729520464,121.219190226,97.967637455,114.196733282,107.09482763,99.212327597,115.86981139,113.693235113,107.645970839,99.400298764,56.713498543,49.724467146,239.464286503,98.331954484
2017-11-30,112.676389154,113.229304915,117.188414879,114.473995772,107.024162592,93.879974249,105.898049053,108.760263528,109.86867814,116.742606017,124.665718257,79.338670071,128.86519473,106.183062609,104.828170962,101.885532198,111.642287495,116.867431975,116.700830004,114.021830585,113.83643969,115.830410737,109.537226063,114.050054986,127.813021239,119.054127731,120.591466467,116.701918802,124.09892596,107.024162592,126.040129096,93.879974249,116.146746499,109.222150513,104.608514632,120.078535792,115.567158349,109.759533609,106.228722094,55.349799555,53.051429943,244.662680832,108.427922756
2017-12-31,97.038826062,97.219395927,79.470826962,93.886493042,114.136511508,90.900339252,74.25783583,98.860608704,89.221787552,89.836862478,88.654089985,71.961038229,103.15536643,91.932569694,82.57334678,116.655159745,92.137515616,88.334580608,88.573810588,88.693233944,90.088381176,86.249547722,103.882535205,90.734410285,127.207283267,78.281673415,91.71782506,106.719006875,106.834091137,114.136511508,111.490573517,90.900339252,95.921693427,90.821007241,111.203649792,97.635477793,91.356316794,91.216845864,114.269824135,42.492445985,51.210544809,139.979960646,74.418839392
2018-01-31,105.313374612,105.835975037,92.974444592,105.519181134,107.915550214,87.547531935,88.865271322,108.03275271,83.703669365,108.146515433,129.438429807,100.733144985,111.318306617,103.603976349,86.36988329,115.067479564,109.905600908,109.15447085,112.985474367,99.996700172,110.219833372,107.232647889,90.709956065,107.002548073,102.579238178,106.058065797,94.476100496,95.556649491,104.393609914,107.915550214,113.424475429,87.547531935,97.146814718,103.06481298,105.883777195,102.462362864,109.349502538,102.605546875,108.652888402,47.748787161,49.457076009,153.950295758,88.618218261
2018-02-28,104.060396924,104.709777737,91.900549315,105.152481631,103.10278426,81.984644941,87.04201431,97.87643379,78.17720826,107.918000986,116.351309565,109.032378125,116.836337178,97.622542732,85.87178691,99.562070916,102.238953942,109.280369451,112.286028836,103.790860821,110.377008623,109.511487193,102.607104833,105.807040975,110.284397175,112.910749498,114.502093711,109.535991532,103.129537638,103.10278426,115.241572485,81.984644941,105.967573593,97.03783367,99.788968395,110.023483495,108.211989118,97.730825911,102.477749599,33.330303325,42.268368143,164.568993632,87.196006506
2018-03-31,110.465636101,111.180993568,96.124412853,111.821370772,108.709921593,86.147002585,91.924125944,99.737044199,88.206380208,114.518830238,119.964705617,107.020674101,120.598336008,101.129711502,106.318912292,108.434402155,110.520648322,142.945115156,115.572612301,107.837473011,114.081363958,111.584629521,105.261031002,109.959022673,126.353034917,117.746246138,121.119889163,114.835040268,108.383238835,108.709921593,118.312207844,86.147002585,109.551964306,106.199254253,105.551117008,117.187441943,112.514668243,106.459441232,108.481496153,28.916435893,45.327939803,166.68117155,93.369823072
2018-04-30,105.316965876,105.784108088,86.877664163,108.485300957,93.478392333,89.436429531,90.325271339,97.737160174,90.84078191,108.040495508,124.649736252,90.632963256,125.783712128,102.801799846,89.796646493,110.766068874,107.356817057,116.020135975,114.484825173,108.388625674,114.962467591,111.214450524,101.541596246,107.163661951,119.367605615,114.172344086,110.333647445,113.312145354,108.361970279,93.478392333,118.623846786,89.436429531,103.247196996,100.161384593,94.705952762,113.408753405,111.268474387,100.400858986,95.501747955,30.404546542,41.589606027,95.447069949,90.754575649
2018-05-31,112.754980498,113.082998529,96.330356882,117.885278522,90.493908807,101.603981634,101.836733976,105.371934049,108.234627945,114.839519725,135.956611448,89.229889485,132.599807425,110.609357245,94.512921499,115.453258621,115.077179758,115.061180733,124.363160412,123.728988243,118.318108075,121.921580542,118.583747144,125.661953117,134.115637427,123.683089471,123.250514168,125.852466351,117.601717283,90.493908807,126.375500876,101.603981634,118.304543858,107.435633353,94.553875893,123.626293065,121.772187793,108.279114878,93.489179902,31.901621694,38.571171465,97.011623162,105.042335084
